#id,name,trails,lifts,vertical,elevation,base,area,snowfall,city,postal code,latitude,longitude,website,wiki,region,country,continent,metric

# US Northeast
2030,Hurricane Ridge,10,3,800,550,4800,200,400,Clallam,98326,47.974722,-123.518056,http://hurricaneridge.com/,http://en.wikipedia.org/wiki/Hurricane_Ridge_Ski_and_Snowboard_Area,Washington,USA,North America,FALSE
2031,Leavenworth Ski Hill,2,2,300,1673,1373,15,,Leavenworth,98826,47.614033,-120.668476,http://www.skileavenworth.com/,http://en.wikipedia.org/wiki/Leavenworth_Ski_Hill,Washington,USA,North America,FALSE
2033,Mission Ridge,36,6,2250,6820,4570,1000,200,Wenatchee,98807,47.291667,-120.398889,http://www.missionridge.com/,http://en.wikipedia.org/wiki/Mission_Ridge_Ski_Area,Washington,USA,North America,FALSE
2034,Mount Baker,31,10,1500,5089,3500,1000,701,St. Bellingham,98229,48.858333,-121.677222,http://www.mtbaker.us,http://en.wikipedia.org/wiki/Mount_Baker_Ski_Area,Washington,USA,North America,FALSE
2035,Mount Spokane,45,5,2000,5889,4200,1425,,Mead,99021,47.920833,-117.094444,http://www.mtspokane.com/,http://en.wikipedia.org/wiki/Mount_Spokane_Ski_and_Snowboard_Park,Washington,USA,North America,FALSE
2036,Stevens Pass,37,10,1800,5845,4061,1125,450,Skykomish,98288,47.744722,-121.088889,http://www.stevenspass.com/,http://en.wikipedia.org/wiki/Stevens_Pass_Ski_Area,Washington,USA,North America,FALSE
2037,The Summit at Snoqualmie,62,25,2280,5420,2620,1981,435,Snoqualmie Pass,98068,47.41,-121.405833,http://www.summitatsnoqualmie.com/,http://en.wikipedia.org/wiki/The_Summit_at_Snoqualmie,Washington,USA,North America,FALSE
2038,White Pass,45,8,2050,6550,4500,1402,380,White Pass,98937,46.635278,-121.3875,http://www.skiwhitepass.com/,http://en.wikipedia.org/wiki/White_Pass_Ski_Area,Washington,USA,North America,FALSE

# Mexico
2050,Monterreal,2,2,60,2725,2665,1.1,,Saltillo ,25350,25.234261,-100.437378,http://www.monterreal.com,http://en.wikipedia.org/wiki/Monterreal,Coahuila,Mexico,North America,TRUE

# Canada
2075,Canada Olympic Park,3,2,390,4100,3710,96,45,Calgary,T3B 5R5,51.079722,-114.215833,http://www.winsportcanada.ca,http://en.wikipedia.org/wiki/Canada_Olympic_Park,Alberta,Canada,North America,FALSE
2076,Canyon Ski Area,18,5,164,899,753,70,114,Red Deer,T4N 5E2,52.307389,-113.685472,http://www.canyonski.ca/,http://en.wikipedia.org/wiki/Canyon_Ski_Area,Alberta,Canada,North America,TRUE
2081,Lake Louise,139,9,991,2637,1646,4200,454,Lake Louise,T0L 1E0,51.441944,-116.160556,http://www.skilouise.com/,http://en.wikipedia.org/wiki/Lake_Louise_Mountain_Resort,Alberta,Canada,North America,TRUE
2111,Kicking Horse,120,5,1260,2450,1190,2800,700,Golden,V0A 1H0,51.289167,-117.058611,http://www.kickinghorseresort.com/,http://en.wikipedia.org/wiki/Kicking_Horse_Resort,British Columbia,Canada,North America,TRUE
2120,Mount Washington,60,5,505,1588,1083,1600,1050,Mount Washington,V9J 1L0,49.738333,-125.298611,http://www.mountwashington.ca/,http://en.wikipedia.org/wiki/Mount_Washington_Alpine_Resort,British Columbia,Canada,North America,TRUE
2126,Revelstoke,56,4,1713,2225,512,3121,1200,Revelstoke,V0E 2S1,50.954167,-118.154167,http://www.revelstokemountainresort.com/,http://en.wikipedia.org/wiki/Revelstoke_Mountain_Resort,British Columbia,Canada,North America,TRUE
2135,Whistler Blackcomb,200,37,1609,2284,653,8171,1042,Whistler,V0N 1B4,50.108333,-122.9425,http://www.whistlerblackcomb.com,http://en.wikipedia.org/wiki/Whistler_Blackcomb,British Columbia,Canada,North America,TRUE
2325,Mont Blanc,41,7,305,550,375,150,356,St Faustin Lac Carré,J0T 1J2,46.101667,-74.484167,http://www.skimontblanc.com/,"http://en.wikipedia.org/wiki/Mont_Blanc,_Quebec",Quebec,Canada,North America,TRUE
2349,Mont Tremblant,95,10,645,875,230,654,395,Mont Tremblant,J8E 1T1,46.212222,-74.588056,http://www.tremblant.ca,http://en.wikipedia.org/wiki/Mont_Tremblant_Resort,Quebec,Canada,North America,TRUE
